,prim_state,area,area_name,occ_code,occ_titl,tot_emp,a_mean,a_wpct10,a_wpct25,a_median,a_wpct75,a_wpct90,year
61563,MS,4920,"Memphis, TN-AR-MS MSA",15-2041,Statisticians,0,    38460,29710,33080,38090,42870,50100,2000
61571,MS,4920,"Memphis, TN-AR-MS MSA",17-2061,Computer Hardware Engineers,         220,    39250,21590,28150,36460,46220,64100,2000
61892,MS,4920,"Memphis, TN-AR-MS MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         450,    30130,18960,21920,28830,35000,43800,2000
62035,MT,880,"Billings, MT MSA",11-3021,Computer and Information Systems Managers,          40,    50230,29530,35120,49990,64850,75510,2000
62229,MT,880,"Billings, MT MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         120,    32570,20690,24710,30710,40460,48880,2000
62293,MT,3040,"Great Falls, MT MSA",11-3021,Computer and Information Systems Managers,          50,    50350,28400,37340,49420,56470,81010,2000
62311,MT,3040,"Great Falls, MT MSA",13-1111,Management Analysts,          30,    44900,30590,34360,41020,52480,68450,2000
62472,MT,3040,"Great Falls, MT MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          50,    24640,13950,17760,23800,30100,36790,2000
62517,MT,5140,"Missoula, MT MSA",11-3021,Computer and Information Systems Managers,          50,    58750,34260,46990,58900,70720,83890,2000
62538,MT,5140,"Missoula, MT MSA",13-1111,Management Analysts,0,    58600,33710,42670,56480,71210,90200,2000
62696,MT,5140,"Missoula, MT MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          60,    27600,19640,23200,27030,32320,36450,2000
62750,NC,480,"Asheville, NC MSA",11-3021,Computer and Information Systems Managers,         110,    60390,38130,47800,62070,70780,83430,2000
63004,NC,480,"Asheville, NC MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         140,    29060,21150,24690,28690,33500,38430,2000
63091,NC,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",11-3021,Computer and Information Systems Managers,        1470,    82540,48710,62610,79870,103100,132090,2000
63123,NC,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",13-1111,Management Analysts,        2740,    60290,22050,37900,56250,79530,105560,2000
63147,NC,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",15-2031,Operations Research Analysts,         120,    48350,27040,33640,44640,61520,75990,2000
63156,NC,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",17-2061,Computer Hardware Engineers,         110,    59660,31820,38860,54820,71570,105190,2000
63495,NC,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         760,    37190,24100,27590,35360,47450,53520,2000
63650,NC,2560,"Fayetteville, NC MSA",11-3021,Computer and Information Systems Managers,          60,    58170,35870,47470,58260,69990,82780,2000
63674,NC,2560,"Fayetteville, NC MSA",13-1111,Management Analysts,         120,    49590,35840,42250,49450,55600,66850,2000
63896,NC,2560,"Fayetteville, NC MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          60,    26760,20850,23350,25680,28010,36390,2000
63963,NC,2980,"Goldsboro, NC MSA",11-3021,Computer and Information Systems Managers,          30,    47570,20880,28400,44280,73190,84110,2000
64180,NC,3120,"Greensboro--Winston-Salem--High Point, NC MSA",11-3021,Computer and Information Systems Managers,        1880,    77760,48370,60820,75750,92100,115840,2000
64211,NC,3120,"Greensboro--Winston-Salem--High Point, NC MSA",13-1111,Management Analysts,         750,    57180,33100,40400,52770,69370,92800,2000
64235,NC,3120,"Greensboro--Winston-Salem--High Point, NC MSA",15-2031,Operations Research Analysts,          50,    52360,32490,39660,52850,65000,72750,2000
64243,NC,3120,"Greensboro--Winston-Salem--High Point, NC MSA",17-2061,Computer Hardware Engineers,          40,    61500,37840,49450,60630,73840,90950,2000
64578,NC,3120,"Greensboro--Winston-Salem--High Point, NC MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         750,    33760,22470,26710,32750,40220,47860,2000
64729,NC,3150,"Greenville, NC MSA",11-3021,Computer and Information Systems Managers,          70,    65920,38040,50110,63740,81500,97670,2000
64750,NC,3150,"Greenville, NC MSA",13-1111,Management Analysts,0,    41370,19730,21830,33900,58010,82810,2000
64955,NC,3290,"Hickory-Morganton-Lenoir, NC MSA",11-3021,Computer and Information Systems Managers,         170,    61500,32210,41070,58490,76260,93310,2000
64982,NC,3290,"Hickory-Morganton-Lenoir, NC MSA",13-1111,Management Analysts,0,    78840,47430,52950,93400,104420,111030,2000
65229,NC,3290,"Hickory-Morganton-Lenoir, NC MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          70,    33100,23600,25760,29030,33280,41310,2000
65337,NC,3605,"Jacksonville, NC MSA",11-3021,Computer and Information Systems Managers,          30,    52750,17730,40520,53260,66400,82320,2000
65512,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",11-3021,Computer and Information Systems Managers,        2670,    85810,54430,69740,84730,103720,126820,2000
65544,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",13-1111,Management Analysts,        2270,    61840,33010,45760,60260,78450,95820,2000
65567,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",15-2031,Operations Research Analysts,         240,    49200,31980,37780,46590,58870,72530,2000
65568,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",15-2041,Statisticians,         490,    63240,36980,45370,58830,79050,100050,2000
65577,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",17-2061,Computer Hardware Engineers,        1060,    77490,47010,56220,75630,97970,114480,2000
65921,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        1160,    31920,23290,25960,30560,35620,44480,2000
66050,NC,6895,"Rocky Mount, NC MSA",11-3021,Computer and Information Systems Managers,          60,    47850,30080,34110,44090,60680,72830,2000
66239,NC,6895,"Rocky Mount, NC MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          30,    29260,16040,18240,26530,36450,44220,2000
66301,NC,9200,"Wilmington, NC MSA",11-3021,Computer and Information Systems Managers,         150,    67390,36970,50100,67810,83310,98440,2000
66551,NC,9200,"Wilmington, NC MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          90,    26040,19460,21350,25080,29870,35160,2000
66630,ND,1010,"Bismarck, ND MSA",11-3021,Computer and Information Systems Managers,         110,    57270,26240,35240,51910,76810,103820,2000
66650,ND,1010,"Bismarck, ND MSA",13-1111,Management Analysts,          30,    47340,24080,34470,43290,55720,81270,2000
66839,ND,1010,"Bismarck, ND MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          30,    30160,20290,23970,27980,38130,42870,2000
66895,ND,2520,"Fargo-Moorhead, ND-MN MSA",11-3021,Computer and Information Systems Managers,         200,    58930,36700,42010,53710,71920,90830,2000
66920,ND,2520,"Fargo-Moorhead, ND-MN MSA",13-1111,Management Analysts,          50,    46810,30510,35270,43430,55160,70990,2000
66935,ND,2520,"Fargo-Moorhead, ND-MN MSA",15-2031,Operations Research Analysts,0,    58480,31620,37240,49960,74720,103790,2000
67159,ND,2520,"Fargo-Moorhead, ND-MN MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         140,    28580,20630,23970,27560,32970,38320,2000
67232,ND,2985,"Grand Forks, ND-MN MSA",11-3021,Computer and Information Systems Managers,          30,    58790,27440,46320,61450,71590,84770,2000
67399,ND,2985,"Grand Forks, ND-MN MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          60,    26310,22570,23700,25570,27450,33310,2000
67449,NE,4360,"Lincoln, NE MSA",11-3021,Computer and Information Systems Managers,         290,    60760,39100,46690,58560,72180,86670,2000
67475,NE,4360,"Lincoln, NE MSA",13-1111,Management Analysts,         340,    46280,15030,16520,39650,64710,94070,2000
67493,NE,4360,"Lincoln, NE MSA",15-2031,Operations Research Analysts,          70,    37690,24710,28790,34020,43070,58640,2000
67494,NE,4360,"Lincoln, NE MSA",15-2041,Statisticians,          70,    48400,27040,31520,39040,54250,85550,2000
67731,NE,4360,"Lincoln, NE MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         170,    27460,19130,21010,25110,32570,40690,2000
67811,NE,5920,"Omaha, NE-IA MSA",11-3021,Computer and Information Systems Managers,        1970,    69860,42990,54620,69080,84520,99500,2000
67840,NE,5920,"Omaha, NE-IA MSA",13-1111,Management Analysts,         840,    54510,27980,37620,46490,61050,102060,2000
67865,NE,5920,"Omaha, NE-IA MSA",15-2031,Operations Research Analysts,         200,    45670,25900,35790,43170,54020,71590,2000
67873,NE,5920,"Omaha, NE-IA MSA",17-2061,Computer Hardware Engineers,          90,    61350,45590,50410,58820,69330,88110,2000
68183,NE,5920,"Omaha, NE-IA MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         400,    34080,19800,24780,33780,42070,50580,2000
68302,NH,4760,"Manchester, NH PMSA",11-3021,Computer and Information Systems Managers,         180,    67120,32770,43200,64000,91730,109660,2000
68324,NH,4760,"Manchester, NH PMSA",13-1111,Management Analysts,0,   103760,53240,76180,110550,144100,145601,2000
68345,NH,4760,"Manchester, NH PMSA",17-2061,Computer Hardware Engineers,          30,    58120,32990,39360,58260,76520,91370,2000
68543,NH,4760,"Manchester, NH PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         160,    33370,22520,28560,32950,38430,44380,2000
68623,NH,5350,"Nashua, NH PMSA",11-3021,Computer and Information Systems Managers,         400,    78900,43160,56900,73910,102490,118220,2000
68643,NH,5350,"Nashua, NH PMSA",13-1111,Management Analysts,0,    63030,38520,41680,59180,84410,91190,2000
68660,NH,5350,"Nashua, NH PMSA",17-2061,Computer Hardware Engineers,          50,    60320,31040,53930,65170,71820,81980,2000
68856,NH,5350,"Nashua, NH PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         190,    30100,21790,24420,27820,34970,42550,2000
68946,NH,6450,"Portsmouth-Rochester, NH-ME PMSA",11-3021,Computer and Information Systems Managers,         200,    65690,33180,47100,65140,82850,95280,2000
68970,NH,6450,"Portsmouth-Rochester, NH-ME PMSA",13-1111,Management Analysts,0,    42150,14160,31390,38500,48980,72210,2000
69217,NH,6450,"Portsmouth-Rochester, NH-ME PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         140,    31600,21960,27470,31840,36360,41760,2000
69309,NJ,560,"Atlantic-Cape May, NJ PMSA",11-3021,Computer and Information Systems Managers,         230,   102350,71370,84110,102870,122420,145601,2000
69333,NJ,560,"Atlantic-Cape May, NJ PMSA",13-1111,Management Analysts,         170,    75690,39310,46300,66180,88450,145601,2000
69582,NJ,560,"Atlantic-Cape May, NJ PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         110,    34600,21710,27250,33000,41140,51110,2000
69653,NJ,875,"Bergen-Passaic, NJ PMSA",11-3021,Computer and Information Systems Managers,        1460,    92940,47580,69950,91010,120880,145601,2000
69682,NJ,875,"Bergen-Passaic, NJ PMSA",13-1111,Management Analysts,        2030,    73660,34720,46050,71950,88570,145601,2000
69706,NJ,875,"Bergen-Passaic, NJ PMSA",15-2031,Operations Research Analysts,         300,    52520,33190,41650,51220,59530,74180,2000
69707,NJ,875,"Bergen-Passaic, NJ PMSA",15-2041,Statisticians,0,    52140,47440,49510,52940,56380,58460,2000
69714,NJ,875,"Bergen-Passaic, NJ PMSA",17-2061,Computer Hardware Engineers,         570,    76800,50730,61420,76350,92230,109340,2000
70013,NJ,875,"Bergen-Passaic, NJ PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         620,    38340,24850,28480,37670,46860,54680,2000
70160,NJ,3640,"Jersey City, NJ PMSA",11-3021,Computer and Information Systems Managers,         670,    95440,57610,70370,95940,123350,145601,2000
70185,NJ,3640,"Jersey City, NJ PMSA",13-1111,Management Analysts,         290,    66170,38770,45650,58410,76190,112810,2000
70206,NJ,3640,"Jersey City, NJ PMSA",15-2031,Operations Research Analysts,0,    59820,22650,39800,54350,71570,113430,2000
70429,NJ,3640,"Jersey City, NJ PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    39720,30170,35360,39790,44260,51700,2000
70518,NJ,5015,"Middlesex-Somerset-Hunterdon, NJ PMSA",11-3021,Computer and Information Systems Managers,        2590,   106730,69940,87070,109480,135100,145601,2000
70547,NJ,5015,"Middlesex-Somerset-Hunterdon, NJ PMSA",13-1111,Management Analysts,        2630,    73460,37340,47360,68080,93290,139680,2000
70572,NJ,5015,"Middlesex-Somerset-Hunterdon, NJ PMSA",15-2031,Operations Research Analysts,         210,    52790,36440,40380,47060,60530,73360,2000
70573,NJ,5015,"Middlesex-Somerset-Hunterdon, NJ PMSA",15-2041,Statisticians,         150,    55410,24880,33000,52840,72590,95750,2000
70579,NJ,5015,"Middlesex-Somerset-Hunterdon, NJ PMSA",17-2061,Computer Hardware Engineers,         140,    62790,36940,41570,54310,73500,110600,2000
70876,NJ,5015,"Middlesex-Somerset-Hunterdon, NJ PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         340,    39130,23990,28780,39070,46230,55210,2000
71008,NJ,5190,"Monmouth-Ocean, NJ PMSA",11-3021,Computer and Information Systems Managers,         570,    92190,62470,79690,97030,108770,117100,2000
71035,NJ,5190,"Monmouth-Ocean, NJ PMSA",13-1111,Management Analysts,0,    50460,37890,45900,50300,54700,63740,2000
71058,NJ,5190,"Monmouth-Ocean, NJ PMSA",15-2031,Operations Research Analysts,          90,    63340,39220,47190,64410,80130,88730,2000
71065,NJ,5190,"Monmouth-Ocean, NJ PMSA",17-2061,Computer Hardware Engineers,         300,    74720,50310,61360,73420,91030,105980,2000
71344,NJ,5190,"Monmouth-Ocean, NJ PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         190,    36180,21540,29560,36650,42740,49540,2000
71453,NJ,5640,"Newark, NJ PMSA",11-3021,Computer and Information Systems Managers,        3030,    95960,59440,77200,98760,114950,142920,2000
71485,NJ,5640,"Newark, NJ PMSA",13-1111,Management Analysts,        4970,    76500,36880,45000,64010,102980,145601,2000
71510,NJ,5640,"Newark, NJ PMSA",15-2031,Operations Research Analysts,         410,    62730,36950,46510,55370,74160,104420,2000
71511,NJ,5640,"Newark, NJ PMSA",15-2041,Statisticians,         550,    48320,22990,36380,42730,55640,80510,2000
71521,NJ,5640,"Newark, NJ PMSA",17-2061,Computer Hardware Engineers,         240,    73070,46750,57530,70760,90760,108680,2000
71870,NJ,5640,"Newark, NJ PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         780,    38980,27470,31700,38190,44660,54160,2000
72017,NJ,8480,"Trenton, NJ PMSA",11-3021,Computer and Information Systems Managers,         630,    84070,58810,69730,81060,93060,126930,2000
72063,NJ,8480,"Trenton, NJ PMSA",15-2031,Operations Research Analysts,          80,    54160,37340,41400,50340,65730,82290,2000
72064,NJ,8480,"Trenton, NJ PMSA",15-2041,Statisticians,0,    58370,38160,43920,55320,68460,86720,2000
72313,NJ,8480,"Trenton, NJ PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         270,    43890,28850,34320,42570,51330,58470,2000
72394,NJ,8760,"Vineland-Millville-Bridgeton, NJ PMSA",11-3021,Computer and Information Systems Managers,          40,    77230,41850,53200,79300,96140,115920,2000
72412,NJ,8760,"Vineland-Millville-Bridgeton, NJ PMSA",13-1111,Management Analysts,          50,    65000,38010,45500,58460,73330,122120,2000
72570,NJ,8760,"Vineland-Millville-Bridgeton, NJ PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    29470,19110,21760,27740,34790,46360,2000
72628,NM,200,"Albuquerque, NM MSA",11-3021,Computer and Information Systems Managers,         710,    69660,37970,50640,67990,87460,108300,2000
72656,NM,200,"Albuquerque, NM MSA",13-1111,Management Analysts,         530,    51280,30650,38260,48530,60590,80200,2000
72678,NM,200,"Albuquerque, NM MSA",15-2031,Operations Research Analysts,         150,    52930,29370,35860,48910,67270,87180,2000
72684,NM,200,"Albuquerque, NM MSA",17-2061,Computer Hardware Engineers,         120,    58480,48350,51480,56710,65900,72870,2000
72966,NM,200,"Albuquerque, NM MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         700,    30810,19530,22720,28530,34900,44750,2000
73075,NM,4100,"Las Cruces, NM MSA",11-3021,Computer and Information Systems Managers,          40,    60340,31940,39280,64800,81390,87790,2000
73093,NM,4100,"Las Cruces, NM MSA",13-1111,Management Analysts,          60,    53920,36570,42350,55000,64680,70310,2000
73270,NM,4100,"Las Cruces, NM MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    18120,12790,14870,16620,18360,26820,2000
73318,NM,7490,"Santa Fe, NM MSA",11-3021,Computer and Information Systems Managers,         170,    75800,43760,58040,67920,92290,128570,2000
73341,NM,7490,"Santa Fe, NM MSA",13-1111,Management Analysts,         370,    48680,30020,35450,40770,59940,81780,2000
73538,NM,7490,"Santa Fe, NM MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         110,    32480,20710,25700,33090,39670,43700,2000
73586,NV,4120,"Las Vegas, NV-AZ MSA",11-3021,Computer and Information Systems Managers,         710,    71070,42350,51280,65900,87150,111980,2000
73618,NV,4120,"Las Vegas, NV-AZ MSA",13-1111,Management Analysts,        1030,    53070,35940,43060,52640,63750,72160,2000
73638,NV,4120,"Las Vegas, NV-AZ MSA",15-2031,Operations Research Analysts,          40,    52170,37720,43260,50620,60080,71620,2000
73646,NV,4120,"Las Vegas, NV-AZ MSA",17-2061,Computer Hardware Engineers,          60,    56530,42560,48600,55910,65300,71090,2000
73953,NV,4120,"Las Vegas, NV-AZ MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         450,    31060,13490,21520,28800,41200,51020,2000
74082,NV,6720,"Reno, NV MSA",11-3021,Computer and Information Systems Managers,         200,    70290,36250,49910,64160,83940,130920,2000
74107,NV,6720,"Reno, NV MSA",13-1111,Management Analysts,         310,    47350,29430,33260,47010,58790,68800,2000
74127,NV,6720,"Reno, NV MSA",15-2031,Operations Research Analysts,0,    45810,26970,39650,47020,52620,55990,2000
74133,NV,6720,"Reno, NV MSA",17-2061,Computer Hardware Engineers,          40,    62170,45440,53100,61780,69100,83550,2000
74368,NV,6720,"Reno, NV MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         370,    37770,21160,26570,39390,49700,55130,2000
74453,NY,160,"Albany-Schenectady-Troy, NY MSA",11-3021,Computer and Information Systems Managers,        1020,    76850,51310,62380,75190,88910,110810,2000
74482,NY,160,"Albany-Schenectady-Troy, NY MSA",13-1111,Management Analysts,        1610,    49890,34160,39470,47590,58540,70690,2000
74507,NY,160,"Albany-Schenectady-Troy, NY MSA",15-2031,Operations Research Analysts,          70,    70120,42230,49150,58030,90860,117150,2000
74508,NY,160,"Albany-Schenectady-Troy, NY MSA",15-2041,Statisticians,         140,    65220,31600,39680,60150,78530,145601,2000
74516,NY,160,"Albany-Schenectady-Troy, NY MSA",17-2061,Computer Hardware Engineers,          90,    68650,43880,51410,64140,84060,104570,2000
74844,NY,160,"Albany-Schenectady-Troy, NY MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         440,    32020,22270,25980,31060,37390,43380,2000
74977,NY,960,"Binghamton, NY MSA",11-3021,Computer and Information Systems Managers,         120,    77990,45000,57690,76720,92750,124690,2000
74998,NY,960,"Binghamton, NY MSA",13-1111,Management Analysts,         240,    49670,30880,39260,49370,57880,71850,2000
75228,NY,960,"Binghamton, NY MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         100,    32970,19830,24100,33160,41030,46490,2000
75310,NY,1280,"Buffalo-Niagara Falls, NY MSA",11-3021,Computer and Information Systems Managers,         710,    77340,44750,59200,74710,89840,120650,2000
75340,NY,1280,"Buffalo-Niagara Falls, NY MSA",13-1111,Management Analysts,         610,    49630,30950,36080,43340,55580,79420,2000
75362,NY,1280,"Buffalo-Niagara Falls, NY MSA",15-2031,Operations Research Analysts,         120,    54980,30960,38280,50400,64130,96820,2000
75363,NY,1280,"Buffalo-Niagara Falls, NY MSA",15-2041,Statisticians,0,    51140,29090,31100,34450,69560,104620,2000
75369,NY,1280,"Buffalo-Niagara Falls, NY MSA",17-2061,Computer Hardware Engineers,0,    44480,23530,25290,30300,65520,81910,2000
75663,NY,1280,"Buffalo-Niagara Falls, NY MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        1050,    38180,23540,28570,38200,48990,53930,2000
75801,NY,2281,"Dutchess County, NY PMSA",11-3021,Computer and Information Systems Managers,         240,    96970,54400,76550,102430,123250,138220,2000
75824,NY,2281,"Dutchess County, NY PMSA",13-1111,Management Analysts,         130,    55780,41910,47850,54600,64730,72140,2000
75840,NY,2281,"Dutchess County, NY PMSA",17-2061,Computer Hardware Engineers,         800,    90670,51720,64850,98990,112520,127960,2000
76049,NY,2281,"Dutchess County, NY PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         150,    36490,19760,23840,36630,46320,54560,2000
76122,NY,2335,"Elmira, NY MSA",11-3021,Computer and Information Systems Managers,          40,    78580,49800,58780,70520,92750,130230,2000
76286,NY,2335,"Elmira, NY MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          30,    33520,23360,29040,33040,39440,46360,2000
76337,NY,2975,"Glens Falls, NY MSA",11-3021,Computer and Information Systems Managers,          30,    76000,46820,54910,78510,94030,112000,2000
76528,NY,2975,"Glens Falls, NY MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          50,    37280,21110,25930,34920,47440,56250,2000
76593,NY,3610,"Jamestown, NY MSA",11-3021,Computer and Information Systems Managers,          50,    51990,29690,34020,48070,67640,84630,2000
76614,NY,3610,"Jamestown, NY MSA",13-1111,Management Analysts,0,    51890,35530,39490,47370,62610,80900,2000
76786,NY,3610,"Jamestown, NY MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",          30,    25380,18900,20920,25180,30320,33350,2000
76861,NY,5380,"Nassau-Suffolk, NY PMSA",11-3021,Computer and Information Systems Managers,        2210,    98640,62280,78190,95180,127660,145601,2000
76891,NY,5380,"Nassau-Suffolk, NY PMSA",13-1111,Management Analysts,        1340,    54860,32940,40210,51030,66510,84990,2000
76916,NY,5380,"Nassau-Suffolk, NY PMSA",15-2031,Operations Research Analysts,         180,    49420,30310,33750,41970,58370,84010,2000
76917,NY,5380,"Nassau-Suffolk, NY PMSA",15-2041,Statisticians,         120,    34480,28620,29960,32200,34430,49340,2000
76927,NY,5380,"Nassau-Suffolk, NY PMSA",17-2061,Computer Hardware Engineers,         780,    68980,37860,49980,70310,87530,104150,2000
77267,NY,5380,"Nassau-Suffolk, NY PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        1720,    33550,21360,25770,32060,39570,49150,2000
77422,NY,5600,"New York, NY PMSA",11-3021,Computer and Information Systems Managers,       11130,   103240,60770,80570,105240,136650,145601,2000
77453,NY,5600,"New York, NY PMSA",13-1111,Management Analysts,       14710,    66470,39840,48500,60440,79620,107750,2000
77479,NY,5600,"New York, NY PMSA",15-2031,Operations Research Analysts,        1230,    65060,34010,43900,57990,82770,111570,2000
77480,NY,5600,"New York, NY PMSA",15-2041,Statisticians,0,    48420,18400,22530,41550,68130,95680,2000
77490,NY,5600,"New York, NY PMSA",17-2061,Computer Hardware Engineers,         800,    70790,39200,46400,68850,86760,114190,2000
77860,NY,5600,"New York, NY PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",        6060,    35060,22420,27980,36170,41780,46390,2000
78026,NY,5660,"Newburgh, NY-PA PMSA",11-3021,Computer and Information Systems Managers,         140,    78610,43710,53540,76520,98700,143360,2000
78046,NY,5660,"Newburgh, NY-PA PMSA",13-1111,Management Analysts,         130,    49590,32890,38250,45520,55760,73440,2000
78287,NY,5660,"Newburgh, NY-PA PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         100,    31240,21150,24830,28160,38880,47920,2000
78371,NY,6840,"Rochester, NY MSA",11-3021,Computer and Information Systems Managers,         710,    77190,45480,59440,74800,92180,120340,2000
78400,NY,6840,"Rochester, NY MSA",13-1111,Management Analysts,        1380,    57250,37470,44150,55680,67950,80380,2000
78424,NY,6840,"Rochester, NY MSA",15-2031,Operations Research Analysts,         200,    64000,47770,53880,62670,70950,87560,2000
78425,NY,6840,"Rochester, NY MSA",15-2041,Statisticians,          60,    44900,20260,22980,42690,62870,69950,2000
78431,NY,6840,"Rochester, NY MSA",17-2061,Computer Hardware Engineers,         280,    70910,45160,57080,68620,84200,102480,2000
78746,NY,6840,"Rochester, NY MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         940,    34650,23530,27330,33910,41400,48430,2000
78885,NY,8160,"Syracuse, NY MSA",11-3021,Computer and Information Systems Managers,         500,    81760,48330,58780,79100,100270,138450,2000
78914,NY,8160,"Syracuse, NY MSA",13-1111,Management Analysts,         450,    50790,31780,38760,50590,63610,70460,2000
78936,NY,8160,"Syracuse, NY MSA",15-2031,Operations Research Analysts,0,    70100,40490,49520,64090,92830,109470,2000
78943,NY,8160,"Syracuse, NY MSA",17-2061,Computer Hardware Engineers,         170,    67510,40920,52670,69300,82990,91940,2000
79231,NY,8160,"Syracuse, NY MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         670,    29780,21550,24000,27540,34830,42210,2000
79364,NY,8680,"Utica-Rome, NY MSA",11-3021,Computer and Information Systems Managers,         160,    72090,40570,49850,70590,96070,112570,2000
79389,NY,8680,"Utica-Rome, NY MSA",13-1111,Management Analysts,         160,    44870,26080,31490,39620,54090,74640,2000
79410,NY,8680,"Utica-Rome, NY MSA",17-2061,Computer Hardware Engineers,          70,    71570,59350,63920,71530,81870,88730,2000
79639,NY,8680,"Utica-Rome, NY MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         160,    37590,24500,30260,36320,44250,53640,2000
79733,OH,80,"Akron, OH PMSA",11-3021,Computer and Information Systems Managers,         410,    71110,41730,51330,70190,87810,109650,2000
79760,OH,80,"Akron, OH PMSA",13-1111,Management Analysts,         320,    47490,30210,34260,45400,56390,69240,2000
79782,OH,80,"Akron, OH PMSA",15-2031,Operations Research Analysts,         110,    49640,21880,35270,51590,63790,72510,2000
80061,OH,80,"Akron, OH PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",0,    28790,18070,20600,24830,34620,50310,2000
80183,OH,1320,"Canton-Massillon, OH MSA",11-3021,Computer and Information Systems Managers,         190,    57120,29150,39400,54960,73220,90290,2000
80209,OH,1320,"Canton-Massillon, OH MSA",13-1111,Management Analysts,          70,    60950,35140,43960,55670,74470,94160,2000
80466,OH,1320,"Canton-Massillon, OH MSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         290,    32090,19900,23460,30620,38950,46350,2000
80576,OH,1640,"Cincinnati, OH-KY-IN PMSA",11-3021,Computer and Information Systems Managers,        1760,    75350,44570,56250,73430,90240,113610,2000
80607,OH,1640,"Cincinnati, OH-KY-IN PMSA",13-1111,Management Analysts,        1850,    54090,27130,37790,48780,67830,89050,2000
80632,OH,1640,"Cincinnati, OH-KY-IN PMSA",15-2031,Operations Research Analysts,0,    42930,29390,33430,41040,50200,58430,2000
80633,OH,1640,"Cincinnati, OH-KY-IN PMSA",15-2041,Statisticians,          60,    45190,24710,27180,40380,62240,77230,2000
80642,OH,1640,"Cincinnati, OH-KY-IN PMSA",17-2061,Computer Hardware Engineers,         290,    48740,29280,34370,44910,60330,73350,2000
80980,OH,1640,"Cincinnati, OH-KY-IN PMSA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",         860,    32940,19590,24440,31800,41240,49670,2000
81137,OH,1680,"Cleveland-Lorain-Elyria, OH PMSA",11-3021,Computer and Information Systems Managers,        2410,    71420,41280,52290,69160,87520,110670,2000
